SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Manual Daily River Water Discharge (m3/sec)
5923,Soyal,Gujarat SW GW,24,Gujarat,447,Jamnagar,DHROL,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,22.55305556,70.36472222,16-09-2017 14:00,4.8
5924,Soyal,Gujarat SW GW,24,Gujarat,447,Jamnagar,DHROL,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,22.55305556,70.36472222,16-09-2017 17:00,4.8
5925,Soyal,Gujarat SW GW,24,Gujarat,447,Jamnagar,DHROL,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,22.55305556,70.36472222,17-09-2017 08:00,4.8
5926,Soyal,Gujarat SW GW,24,Gujarat,447,Jamnagar,DHROL,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,22.55305556,70.36472222,17-09-2017 11:00,4.8
5927,Soyal,Gujarat SW GW,24,Gujarat,447,Jamnagar,DHROL,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,22.55305556,70.36472222,17-09-2017 14:00,4.8
5928,Soyal,Gujarat SW GW,24,Gujarat,447,Jamnagar,DHROL,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,22.55305556,70.36472222,17-09-2017 17:00,4.8
5929,Soyal,Gujarat SW GW,24,Gujarat,447,Jamnagar,DHROL,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,22.55305556,70.36472222,18-09-2017 08:00,4.8
5930,Soyal,Gujarat SW GW,24,Gujarat,447,Jamnagar,DHROL,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,22.55305556,70.36472222,18-09-2017 11:00,4.8
5931,Soyal,Gujarat SW GW,24,Gujarat,447,Jamnagar,DHROL,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,22.55305556,70.36472222,18-09-2017 14:00,4.8
5932,Soyal,Gujarat SW GW,24,Gujarat,447,Jamnagar,DHROL,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,22.55305556,70.36472222,18-09-2017 17:00,4.8
5933,Soyal,Gujarat SW GW,24,Gujarat,447,Jamnagar,DHROL,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,22.55305556,70.36472222,19-09-2017 08:00,4.8
5934,Soyal,Gujarat SW GW,24,Gujarat,447,Jamnagar,DHROL,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,22.55305556,70.36472222,19-09-2017 11:00,4.8
5935,Soyal,Gujarat SW GW,24,Gujarat,447,Jamnagar,DHROL,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,22.55305556,70.36472222,19-09-2017 14:00,4.8
5936,Soyal,Gujarat SW GW,24,Gujarat,447,Jamnagar,DHROL,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,22.55305556,70.36472222,19-09-2017 17:00,4.8
5937,Soyal,Gujarat SW GW,24,Gujarat,447,Jamnagar,DHROL,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,22.55305556,70.36472222,20-09-2017 08:00,4.8
5938,Soyal,Gujarat SW GW,24,Gujarat,447,Jamnagar,DHROL,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,22.55305556,70.36472222,20-09-2017 11:00,4.8
5939,Soyal,Gujarat SW GW,24,Gujarat,447,Jamnagar,DHROL,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,22.55305556,70.36472222,20-09-2017 14:00,4.8
5940,Soyal,Gujarat SW GW,24,Gujarat,447,Jamnagar,DHROL,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,22.55305556,70.36472222,20-09-2017 17:00,4.8
5941,Soyal,Gujarat SW GW,24,Gujarat,447,Jamnagar,DHROL,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,22.55305556,70.36472222,21-09-2017 08:00,4.8
5942,Soyal,Gujarat SW GW,24,Gujarat,447,Jamnagar,DHROL,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,22.55305556,70.36472222,21-09-2017 11:00,4.8
5943,Soyal,Gujarat SW GW,24,Gujarat,447,Jamnagar,DHROL,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,22.55305556,70.36472222,21-09-2017 14:00,4.8
5944,Soyal,Gujarat SW GW,24,Gujarat,447,Jamnagar,DHROL,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,22.55305556,70.36472222,21-09-2017 17:00,4.8
5945,Soyal,Gujarat SW GW,24,Gujarat,447,Jamnagar,DHROL,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,22.55305556,70.36472222,22-09-2017 08:00,4.8
5946,Soyal,Gujarat SW GW,24,Gujarat,447,Jamnagar,DHROL,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,22.55305556,70.36472222,22-09-2017 11:00,4.8
5947,Soyal,Gujarat SW GW,24,Gujarat,447,Jamnagar,DHROL,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,22.55305556,70.36472222,22-09-2017 14:00,4.8
5948,Soyal,Gujarat SW GW,24,Gujarat,447,Jamnagar,DHROL,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,22.55305556,70.36472222,22-09-2017 17:00,4.8
5949,Soyal,Gujarat SW GW,24,Gujarat,447,Jamnagar,DHROL,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,22.55305556,70.36472222,23-09-2017 08:00,4.8
5950,Soyal,Gujarat SW GW,24,Gujarat,447,Jamnagar,DHROL,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,22.55305556,70.36472222,23-09-2017 11:00,4.8
5951,Soyal,Gujarat SW GW,24,Gujarat,447,Jamnagar,DHROL,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,22.55305556,70.36472222,23-09-2017 14:00,4.8
5952,Soyal,Gujarat SW GW,24,Gujarat,447,Jamnagar,DHROL,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,22.55305556,70.36472222,23-09-2017 17:00,4.8
5953,Soyal,Gujarat SW GW,24,Gujarat,447,Jamnagar,DHROL,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,22.55305556,70.36472222,24-09-2017 08:00,3.9
5954,Soyal,Gujarat SW GW,24,Gujarat,447,Jamnagar,DHROL,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,22.55305556,70.36472222,24-09-2017 11:00,3.9
5955,Soyal,Gujarat SW GW,24,Gujarat,447,Jamnagar,DHROL,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,22.55305556,70.36472222,24-09-2017 14:00,3.9
5956,Soyal,Gujarat SW GW,24,Gujarat,447,Jamnagar,DHROL,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,22.55305556,70.36472222,24-09-2017 17:00,3.9
5957,Soyal,Gujarat SW GW,24,Gujarat,447,Jamnagar,DHROL,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,22.55305556,70.36472222,25-09-2017 08:00,3
5958,Soyal,Gujarat SW GW,24,Gujarat,447,Jamnagar,DHROL,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,22.55305556,70.36472222,25-09-2017 11:00,3
5959,Soyal,Gujarat SW GW,24,Gujarat,447,Jamnagar,DHROL,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,22.55305556,70.36472222,25-09-2017 14:00,3
5960,Soyal,Gujarat SW GW,24,Gujarat,447,Jamnagar,DHROL,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,22.55305556,70.36472222,25-09-2017 17:00,3
5961,Soyal,Gujarat SW GW,24,Gujarat,447,Jamnagar,DHROL,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,22.55305556,70.36472222,26-09-2017 08:00,3
5962,Soyal,Gujarat SW GW,24,Gujarat,447,Jamnagar,DHROL,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,22.55305556,70.36472222,26-09-2017 11:00,3
5963,Soyal,Gujarat SW GW,24,Gujarat,447,Jamnagar,DHROL,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,22.55305556,70.36472222,26-09-2017 14:00,3
5964,Soyal,Gujarat SW GW,24,Gujarat,447,Jamnagar,DHROL,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,22.55305556,70.36472222,26-09-2017 17:00,3
5965,Soyal,Gujarat SW GW,24,Gujarat,447,Jamnagar,DHROL,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,22.55305556,70.36472222,27-09-2017 08:00,3
5966,Soyal,Gujarat SW GW,24,Gujarat,447,Jamnagar,DHROL,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,22.55305556,70.36472222,27-09-2017 11:00,3
5967,Soyal,Gujarat SW GW,24,Gujarat,447,Jamnagar,DHROL,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,22.55305556,70.36472222,27-09-2017 14:00,3
5968,Soyal,Gujarat SW GW,24,Gujarat,447,Jamnagar,DHROL,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,22.55305556,70.36472222,27-09-2017 17:00,3
5969,Soyal,Gujarat SW GW,24,Gujarat,447,Jamnagar,DHROL,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,22.55305556,70.36472222,28-09-2017 08:00,3
5970,Soyal,Gujarat SW GW,24,Gujarat,447,Jamnagar,DHROL,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,22.55305556,70.36472222,28-09-2017 11:00,3
5971,Soyal,Gujarat SW GW,24,Gujarat,447,Jamnagar,DHROL,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,22.55305556,70.36472222,28-09-2017 14:00,3
5972,Soyal,Gujarat SW GW,24,Gujarat,447,Jamnagar,DHROL,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,22.55305556,70.36472222,28-09-2017 17:00,3
5973,Soyal,Gujarat SW GW,24,Gujarat,447,Jamnagar,DHROL,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,22.55305556,70.36472222,29-09-2017 08:00,3
5974,Soyal,Gujarat SW GW,24,Gujarat,447,Jamnagar,DHROL,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,22.55305556,70.36472222,29-09-2017 11:00,3
5975,Soyal,Gujarat SW GW,24,Gujarat,447,Jamnagar,DHROL,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,22.55305556,70.36472222,29-09-2017 14:00,3
5976,Soyal,Gujarat SW GW,24,Gujarat,447,Jamnagar,DHROL,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,22.55305556,70.36472222,29-09-2017 17:00,3
5977,Soyal,Gujarat SW GW,24,Gujarat,447,Jamnagar,DHROL,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,22.55305556,70.36472222,30-09-2017 08:00,3
5978,Soyal,Gujarat SW GW,24,Gujarat,447,Jamnagar,DHROL,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,22.55305556,70.36472222,30-09-2017 11:00,3
5979,Soyal,Gujarat SW GW,24,Gujarat,447,Jamnagar,DHROL,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,22.55305556,70.36472222,30-09-2017 14:00,3
5980,Soyal,Gujarat SW GW,24,Gujarat,447,Jamnagar,DHROL,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,22.55305556,70.36472222,30-09-2017 17:00,3
5981,Talaji   Talaja,Gujarat SW GW,24,Gujarat,443,Bhavnagar,TALAJA,-,-,Shetrunji,West flowing rivers of Kutch and Saurashtra including Luni,Talaji,-,-,Shetrunji,21.35333333,72.03416667,28-08-2016 17:00,11
5982,Talaji   Talaja,Gujarat SW GW,24,Gujarat,443,Bhavnagar,TALAJA,-,-,Shetrunji,West flowing rivers of Kutch and Saurashtra including Luni,Talaji,-,-,Shetrunji,21.35333333,72.03416667,19-09-2016 08:00,22
5983,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,01-07-2016 08:00,0
5984,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,01-07-2016 11:00,0
5985,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,01-07-2016 14:00,0
5986,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,01-07-2016 17:00,0
5987,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,02-07-2016 08:00,0
5988,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,02-07-2016 11:00,0
5989,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,02-07-2016 14:00,0
5990,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,02-07-2016 17:00,0
5991,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,03-07-2016 08:00,0
5992,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,03-07-2016 11:00,0
5993,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,03-07-2016 14:00,0
5994,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,03-07-2016 17:00,0
5995,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,04-07-2016 08:00,0
5996,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,04-07-2016 11:00,0
5997,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,04-07-2016 14:00,0
5998,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,04-07-2016 17:00,0
5999,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,05-07-2016 08:00,0
6000,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,05-07-2016 11:00,0
6001,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,05-07-2016 14:00,0
6002,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,05-07-2016 17:00,0
6003,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,06-07-2016 08:00,0
6004,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,06-07-2016 11:00,0
6005,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,06-07-2016 14:00,0
6006,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,06-07-2016 17:00,0
6007,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,07-07-2016 08:00,0
6008,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,07-07-2016 11:00,0
6009,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,07-07-2016 14:00,0
6010,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,07-07-2016 17:00,0
6011,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,08-07-2016 08:00,0
6012,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,08-07-2016 11:00,0
6013,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,08-07-2016 14:00,0
6014,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,08-07-2016 17:00,0
6015,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,09-07-2016 08:00,0
6016,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,09-07-2016 11:00,0
6017,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,09-07-2016 14:00,0
6018,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,09-07-2016 17:00,0
6019,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,10-07-2016 08:00,76
6020,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,10-07-2016 11:00,51
6021,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,10-07-2016 14:00,30.38
6022,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,10-07-2016 17:00,23
6023,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,11-07-2016 08:00,1.38
6024,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,11-07-2016 11:00,1.38
6025,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,11-07-2016 14:00,1.38
6026,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,11-07-2016 17:00,1.38
6027,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,12-07-2016 08:00,7
6028,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,12-07-2016 11:00,6
6029,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,12-07-2016 14:00,6
6030,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,12-07-2016 17:00,6
6031,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,13-07-2016 08:00,1.38
6032,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,13-07-2016 11:00,1.38
6033,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,13-07-2016 14:00,1.38
6034,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,13-07-2016 17:00,0.52
6035,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,14-07-2016 08:00,0
6036,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,14-07-2016 11:00,0
6037,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,14-07-2016 14:00,0
6038,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,14-07-2016 17:00,0
6039,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,15-07-2016 08:00,0
6040,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,15-07-2016 11:00,0
6041,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,15-07-2016 14:00,0
6042,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,15-07-2016 17:00,0
6043,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,16-07-2016 08:00,0
6044,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,16-07-2016 11:00,0
6045,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,16-07-2016 14:00,0
6046,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,16-07-2016 17:00,0
6047,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,17-07-2016 08:00,0
6048,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,17-07-2016 11:00,0
6049,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,17-07-2016 14:00,0
6050,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,17-07-2016 17:00,0
6051,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,18-07-2016 08:00,0
6052,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,18-07-2016 11:00,0
6053,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,18-07-2016 14:00,0
6054,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,18-07-2016 17:00,0
6055,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,19-07-2016 08:00,0
6056,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,19-07-2016 11:00,0
